Date,Price,Open,High,Low,Volume
2022-11-08,50014.6,50075.47,50256.83,50009.12,133.59
2022-10-08,50075.47,49350.71,50127.02,49337.73,279.22
2022-09-08,49350.71,50489.73,50489.73,49342.6,140.58
2022-08-08,50489.73,50722.33,50740.18,50489.07,207.20
2022-05-08,50722.33,50582.3,50722.33,50556.7,148.81
2022-04-08,50582.3,50594.97,50720.86,50372.55,130.44
2022-03-08,50594.97,50626.04,50647.19,50242.94,121.16
2022-02-08,50626.04,49950.32,50626.04,49950.32,129.16
2022-01-08,49950.32,50370.25,50372.43,49886.94,176.05
2022-07-29,50370.25,49702.07,50370.25,49687.77,243.29
2022-07-28,49667.14,50182.73,50182.73,49603.12,206.21
2022-07-27,50188.55,50442.37,50447.87,50163.4,192.41
2022-07-26,50442.37,51400.53,51405.6,50409.9,156.17
2022-07-25,51400.53,51979.92,51979.92,51327.74,98.75
2022-07-22,51979.92,52122.0,52129.19,51979.92,205.06
2022-07-21,52122.0,52186.52,52204.52,52098.87,151.94
2022-07-20,52186.52,52308.88,52310.53,52142.18,238.27
2022-07-19,52308.88,52319.94,52333.28,52250.79,205.60
2022-07-18,52319.94,52215.12,52510.17,52215.12,116.28
2022-07-15,52215.12,51339.01,52542.93,51330.29,190.10
2022-07-14,51338.27,51390.25,51390.25,51304.74,115.25
2022-07-13,51567.69,51557.41,51584.83,51507.55,198.79
2022-08-07,51557.41,51563.73,51581.17,51546.84,115.13
2022-07-07,51563.73,51556.54,51570.71,51530.4,143.28
2022-06-07,51556.54,51586.5,51612.97,51553.86,135.26
2022-05-07,51586.5,51795.23,51807.97,51571.37,234.48
2022-04-07,51791.45,51829.67,51871.89,51713.99,194.08
2022-01-07,51829.67,51817.59,51829.67,51769.02,127.03
2022-06-30,51817.59,51802.48,51991.27,51759.56,223.10
2022-06-29,51802.48,51803.98,51810.45,51789.9,416.47
2022-06-28,51803.98,51962.85,51975.06,51779.76,314.60
2022-06-27,51962.85,51705.61,51986.94,51703.49,266.51
2022-06-24,51705.61,51618.73,51708.52,51618.73,156.09
2022-06-23,51618.73,51377.21,51740.21,51375.06,223.25
2022-06-22,51377.21,51093.23,51377.21,50628.4,229.26
2022-06-21,51091.75,50755.98,51213.17,50532.29,166.96
2022-06-20,50756.74,51778.08,51804.21,50750.6,196.26
2022-06-17,51778.08,52411.09,52451.43,51755.18,241.19
2022-06-16,52411.09,52775.4,52783.52,52374.04,211.61
2022-06-15,52775.4,53113.64,53113.64,52773.2,188.09
2022-06-14,53114.65,53201.38,53202.13,53097.77,299.81
2022-10-06,53201.38,53170.73,53201.38,53136.98,273.24
2022-09-06,53170.73,53183.99,53206.08,53166.01,318.42
2022-08-06,53193.98,53270.88,53270.88,53190.75,248.94
2022-07-06,53270.88,53086.46,53276.66,53046.72,234.62
2022-06-06,53086.86,52908.24,53090.16,52889.13,755.62
2022-03-06,52908.24,52815.78,52925.86,52803.19,280.87
2022-02-06,52840.14,52974.15,52989.45,52831.61,274.42
2022-01-06,52974.15,52990.28,53045.12,52952.24,295.34
2022-05-31,53637.14,53772.14,53787.3,53608.72,318.27
2022-05-30,53772.35,54085.3,54085.3,53735.83,227.55
2022-05-27,54085.3,53151.32,54290.84,53151.32,208.08
2022-05-26,53151.32,52591.41,53161.43,52587.01,266.18
2022-05-25,52591.41,51949.64,52594.84,51574.46,382.45
2022-05-24,51949.64,52911.51,52911.51,51940.57,720.12
2022-05-23,52911.51,52979.96,53009.5,52909.1,263.24
2022-05-20,52979.96,53275.49,53774.61,52951.38,436.56
2022-05-19,53275.49,52721.34,53281.31,52717.88,274.41
2022-05-18,52721.34,52756.62,52793.13,52721.34,611.83
2022-05-17,52756.62,52944.44,52950.34,52756.62,552.47
2022-05-16,52944.65,53098.46,53098.46,52896.88,374.18
2022-05-13,53100.21,52917.76,53100.21,52898.9,303.48
2022-12-05,52917.76,52844.84,53069.29,52843.48,426.02
2022-11-05,52838.45,51805.41,53064.58,51805.41,417.26
2022-10-05,51805.41,51902.48,51902.48,51562.68,331.35
2022-09-05,51903.44,50935.79,51956.75,50922.91,337.43
2022-06-05,50937.01,50838.1,50993.59,50838.1,466.28
2022-05-05,50835.95,50126.41,50835.95,50113.49,462.40
2022-04-05,50126.41,49640.3,50132.88,49636.44,669.27
2022-04-29,49638.94,48840.49,49638.94,48840.43,319.35
2022-04-28,48837.76,48571.75,48853.68,48571.75,759.65
2022-04-27,48571.75,48568.57,48620.21,48551.58,246.70
2022-04-26,48568.57,48543.36,48662.06,48540.73,464.73
2022-04-25,48558.91,48459.65,48562.2,48089.55,328.38
2022-04-22,48459.65,48236.08,48459.65,48229.1,342.14
2022-04-21,48223.86,48138.71,48223.86,48132.09,244.69
2022-04-20,48138.71,47545.86,48138.71,47503.0,349.48
2022-04-19,47545.86,47510.38,47551.72,47459.18,365.45
2022-04-14,47558.45,47367.31,47600.37,47367.31,385.18
2022-04-13,47367.31,47205.03,47388.15,47188.1,391.89
2022-12-04,47205.03,46872.25,47231.66,46872.25,245.42
2022-11-04,46867.95,46631.46,46871.63,46624.78,224.63
2022-08-04,46631.46,46543.51,46631.46,46542.14,154.10
2022-07-04,46543.51,46771.62,46806.53,46524.68,244.02
2022-06-04,46766.16,46775.76,46785.41,46751.63,261.59
2022-05-04,46777.37,46687.85,46792.3,46675.8,257.40
2022-04-04,46687.85,46844.13,46844.13,46654.45,219.50
2022-01-04,46842.86,46963.75,46973.78,46780.08,257.29
2022-03-31,46965.48,46904.48,46983.32,46832.26,256.02
2022-03-30,46904.48,46843.09,46916.17,46824.71,201.15
2022-03-29,46843.09,46893.86,46905.13,46831.85,214.32
2022-03-28,46898.23,46958.95,46966.36,46754.39,359.89
2022-03-25,46964.23,46958.68,46993.74,46957.13,177.09
2022-03-24,46961.62,47016.5,47017.08,46931.38,214.70
2022-03-23,47163.94,47156.56,47167.97,47132.62,267.48
2022-03-22,47156.56,47251.93,47251.93,47125.55,303.46
2022-03-21,47251.93,47282.67,47282.67,47196.55,213.56
2022-03-18,47282.67,47353.22,47353.22,47221.34,599.49
2022-03-17,47353.22,47364.46,47398.8,47338.91,239.73
2022-03-16,47364.46,47340.86,47373.96,47338.48,145.83
2022-03-15,47340.86,47428.67,47431.39,47334.64,183.26
2022-03-14,47428.67,47437.48,47466.61,47358.72,1280.0
2022-11-03,47437.48,47363.98,47437.48,47234.26,1150.0
2022-10-03,47363.98,47287.09,47383.77,47180.59,261.56
2022-09-03,47287.09,47154.35,47292.91,47129.66,336.30
2022-08-03,47154.35,47262.61,47283.62,47122.34,754.93
2022-07-03,47262.61,47268.61,47309.8,47223.94,291.88
2022-04-03,47268.61,47296.07,47298.15,47253.88,179.28
2022-03-03,47296.07,47360.79,47404.02,47202.6,243.42
2022-02-03,47360.79,47482.73,47486.15,47313.53,279.95
2022-01-03,47482.73,47394.53,47613.7,47358.48,370.44
2022-02-28,47394.53,47328.42,47394.53,47328.42,300.62
2022-02-25,47328.42,47272.04,47378.54,47264.97,253.29
2022-02-24,47272.04,47207.27,47295.28,47207.27,340.66
2022-02-23,47207.27,47246.9,47265.69,47207.27,230.65
2022-02-22,47246.9,47233.91,47282.44,47233.91,421.78
2022-02-21,47233.91,47140.48,47243.74,47139.8,421.36
2022-02-18,47140.48,47102.64,47142.51,47091.67,344.69
2022-02-17,47102.64,47109.25,47128.46,47074.78,357.74
2022-02-16,47109.25,47064.82,47199.41,47051.36,318.25
2022-02-15,47064.82,47063.28,47107.99,47046.93,274.20
2022-02-14,47066.77,47202.3,47232.47,47011.74,338.02
2022-11-02,47202.3,47286.34,47301.44,47129.45,311.49
2022-10-02,47286.34,47157.23,47286.34,47154.06,198.08
2022-09-02,47157.23,47057.24,47157.23,47057.24,297.00
2022-08-02,47057.24,47203.39,47203.39,47037.24,238.22
2022-07-02,47203.39,47279.92,47324.09,47198.42,285.47
2022-04-02,47279.92,47329.8,47329.8,47263.54,225.69
2022-03-02,47329.8,46930.66,47335.63,46860.85,346.70
2022-02-02,46930.66,47113.95,47131.29,46901.44,434.94
2022-01-02,47111.21,46630.13,47126.27,46626.42,341.50
2022-01-31,46624.67,46206.65,46628.34,46183.34,435.79
2022-01-28,46205.05,46009.23,46207.24,46009.23,313.44
2022-01-27,46009.23,46529.99,46769.16,46000.72,279.44
2022-01-26,46529.99,45939.51,46905.63,45939.51,328.98
2022-01-25,45939.51,45928.27,45939.66,45898.24,247.68
2022-01-24,45928.27,45957.35,45966.26,45921.75,278.44
2022-01-21,45957.35,45890.52,45957.35,45875.04,281.59
2022-01-20,45890.52,45430.14,45890.52,45395.57,355.91
2022-01-19,45430.14,44655.89,45430.4,44352.61,252.94
2022-01-18,44655.89,44402.39,44663.47,44401.63,235.23
2022-01-17,44399.66,44454.67,44768.94,44390.49,214.31
2022-01-14,44454.67,44604.74,44614.64,44334.33,405.73
2022-01-13,44604.74,44608.82,44621.66,44582.61,321.75
2022-12-01,44608.82,43859.3,44609.24,43858.36,266.31
2022-11-01,43859.3,43897.13,44083.08,43855.54,294.54
2022-10-01,43897.13,43854.42,44345.64,43854.42,310.90
2022-07-01,43854.42,43605.21,43857.6,43605.21,395.15
2022-06-01,43607.94,43476.75,43607.94,43145.77,174.61
2022-05-01,43476.75,43026.23,43476.75,42479.57,1240.0
2022-04-01,43026.23,42716.44,43052.31,42651.87,216.65
2021-12-31,42716.44,41822.29,42725.8,41768.16,455.21
2021-12-30,41813.27,41807.1,41815.32,41753.53,359.96
2021-12-29,41807.1,42262.85,42295.21,41745.37,180.15
2021-12-24,42262.85,42230.48,42269.66,42217.46,111.84
2021-12-23,42230.48,42244.22,42263.82,42207.99,211.08
2021-12-22,42244.22,42388.57,42390.74,42240.71,224.02
2021-12-21,42388.57,42391.31,42408.73,42377.62,275.93
2021-12-20,42394.71,42353.31,42464.09,42351.93,142.07
2021-12-17,42353.31,42270.23,42404.62,42270.23,341.68
2021-12-16,42270.23,42357.36,42386.83,42262.85,249.43
2021-12-15,42357.36,42317.52,42374.92,42294.66,226.18
2021-12-14,42317.52,42411.12,42411.12,42301.42,270.09
2021-12-13,42411.12,41882.97,42582.94,41816.06,229.62
2021-10-12,41882.97,41685.22,41882.97,41684.07,444.93
2021-09-12,41685.22,42435.16,42446.44,41527.21,473.37
2021-08-12,42435.16,42018.14,42445.32,42000.96,649.76
2021-07-12,42018.92,42008.6,42041.37,41927.22,639.43
2021-06-12,42008.6,42164.51,42192.71,41980.53,422.18
2021-03-12,42167.91,42248.76,42263.97,42137.26,180.70
2021-02-12,42247.98,42463.16,42465.57,42241.65,324.01
2021-01-12,42463.16,43248.05,43248.3,42463.16,335.47
2021-11-30,43248.05,43270.94,43275.21,43200.59,224.91
2021-11-29,43270.94,43303.76,43319.46,43248.91,213.12
2021-11-26,43308.29,43108.77,43334.93,43069.97,305.32
2021-11-25,43108.77,43250.34,43250.34,43094.14,266.11
2021-11-24,43245.02,43265.36,43302.59,43233.98,243.17
2021-11-23,43255.14,43260.13,43285.89,43234.57,217.97
2021-11-22,43266.27,43199.27,43290.2,43199.27,433.59
2021-11-19,43199.27,43285.97,43288.25,43150.47,199.52
2021-11-18,43285.97,43355.54,43362.77,43285.03,209.64
2021-11-17,43349.9,43444.2,43495.91,43346.72,264.79
2021-11-16,43455.82,43230.34,43469.31,43175.64,423.82
2021-11-15,43230.34,43253.01,43298.86,43176.42,293.43
2021-12-11,43253.01,43549.28,43616.34,43247.79,314.85
2021-11-11,43609.06,43707.3,43709.28,43589.26,161.30
2021-10-11,43707.3,43730.55,44068.7,43685.97,270.68
2021-09-11,43730.55,43246.87,43895.46,43245.14,280.70
2021-08-11,43246.87,42013.72,43246.87,41976.3,443.60
2021-05-11,42014.5,41943.83,42014.5,41943.83,277.04
2021-04-11,41943.83,41975.45,41985.99,41930.73,160.88
2021-03-11,41975.45,42013.39,42042.45,41964.97,292.94
2021-02-11,42013.39,41977.1,42151.04,41969.42,318.91
2021-01-11,41976.79,42038.6,42047.5,41976.79,377.93
2021-10-29,42038.6,41961.14,42054.18,41950.82,334.74
2021-10-28,41961.14,41779.27,41975.68,41778.54,558.89
2021-10-27,41790.26,41814.94,41814.94,41766.41,284.60
2021-10-26,41814.94,41814.74,41856.59,41744.38,348.33
2021-10-25,41814.74,41763.26,41868.43,41738.33,674.50
2021-10-22,41763.26,41704.11,41770.57,41691.69,510.18
2021-10-21,41704.11,41249.71,41744.32,41230.41,216.18
2021-10-20,41249.71,41144.67,41278.17,41083.89,499.51
2021-10-18,41144.67,41438.15,41438.93,41125.06,338.72
2021-10-15,41438.15,41129.98,41438.15,41023.53,728.96
2021-10-14,41129.98,41051.19,41144.99,41041.35,908.05
2021-10-13,41051.19,40896.96,41072.67,40896.96,446.17
2021-12-10,40897.19,40714.0,40914.83,40714.0,563.88
2021-11-10,40714.22,40868.36,40877.68,40596.68,191.25
2021-08-10,40868.36,40829.15,40884.8,40808.72,331.04
2021-07-10,40829.15,40820.31,40842.93,40764.21,339.29
2021-06-10,40765.2,40716.66,40883.39,40716.66,400.64
2021-05-10,40716.66,40243.05,40722.95,40241.49,432.99
2021-04-10,40243.05,40221.17,40266.46,40221.17,202.35
2021-09-30,40221.17,39590.91,40221.17,39073.9,282.81
2021-09-29,39592.29,38858.99,39592.29,38854.32,474.37
2021-09-28,38858.99,38864.33,38864.56,38841.84,526.30
2021-09-27,38864.33,38962.28,38965.3,38511.97,139.42
2021-09-24,38962.28,38874.69,38962.28,38832.05,633.52
2021-09-23,38874.13,38852.69,38889.58,38848.18,125.80
2021-09-22,38852.69,38873.85,38874.92,38846.86,155.38
2021-09-21,38873.85,38906.42,38906.82,38849.57,184.44
2021-09-20,38906.42,38943.87,38961.46,38900.92,181.95
2021-09-17,38943.87,38911.31,38943.87,38873.71,155.10
2021-09-16,38911.31,38968.34,38968.34,38908.1,130.18
2021-09-15,38968.34,38920.5,38968.34,38858.01,141.37
2021-09-14,38920.5,38915.62,38936.99,38897.68,228.48
2021-09-13,38915.62,38921.78,38943.24,38911.36,201.10
2021-10-09,38921.78,39201.33,39201.33,38887.11,154.56
2021-09-09,39201.33,39204.52,39216.34,39177.84,350.50
2021-08-09,39204.52,39251.29,39258.21,39195.82,354.05
2021-07-09,39251.29,39252.89,39273.75,39241.54,355.94
2021-06-09,39252.98,39261.01,39290.84,39237.81,210.95
2021-03-09,39261.01,39252.19,39261.01,39220.04,180.29
2021-02-09,39252.19,39184.18,39252.19,39158.88,262.14
2021-01-09,39184.22,39220.18,39233.36,39170.92,169.30
2021-08-31,39219.61,39326.67,39334.88,39204.49,425.66
2021-08-30,39326.67,39485.65,39534.81,39294.21,301.01
2021-08-27,39485.65,39477.41,39511.75,39462.4,232.85
2021-08-26,39477.18,39449.82,39482.35,39449.82,186.32
2021-08-25,39450.0,39460.9,39481.65,39438.3,197.40
2021-08-24,39460.68,39434.69,39466.71,39429.68,196.81
2021-08-23,39434.69,39483.15,39494.93,39424.95,210.93
2021-08-20,39483.08,39666.88,39678.04,39472.65,280.57
2021-08-19,39670.29,39539.65,39670.29,39462.39,201.84
2021-08-18,39545.67,39550.36,39550.38,39538.29,132.08
2021-08-17,39550.36,39505.4,39550.36,39257.85,110.77
2021-08-16,39508.41,39522.34,39524.53,39474.46,141.24
2021-08-13,39533.97,39490.06,39534.46,39489.7,188.74
2021-12-08,39490.06,39448.46,39582.3,39356.59,570.20
2021-11-08,39448.46,39176.62,39451.5,39176.62,181.40
2021-10-08,39176.62,38565.04,39198.5,38544.57,224.56
2021-09-08,38567.26,38810.75,38837.34,38551.25,194.95
2021-06-08,38811.11,38803.85,38894.87,38803.85,167.68
2021-05-08,38801.51,38927.83,38950.74,38797.27,139.78
2021-04-08,38927.83,38917.99,38931.12,38894.15,206.26
2021-03-08,38917.99,38604.72,38927.75,38604.72,231.42
2021-02-08,38604.72,38547.08,38658.71,38532.78,244.28
2021-07-30,38547.08,38484.82,38560.99,38484.59,387.13
2021-07-29,38484.82,38791.03,38791.03,38356.43,259.97
2021-07-28,38791.03,38813.36,38829.61,38788.73,237.45
2021-07-27,38802.15,38849.08,38882.79,38794.38,243.07
2021-07-26,38849.08,38667.9,38852.1,38662.82,246.50
2021-07-23,38667.9,38585.52,38667.9,38578.85,230.25
2021-07-22,38585.52,37952.65,38597.88,37933.38,203.11
2021-07-19,37952.65,37947.18,37953.35,37912.5,462.79
2021-07-16,37947.18,37868.05,37954.67,37868.05,266.75
2021-07-15,37866.9,37872.55,37889.44,37855.92,159.99
2021-07-14,37872.55,37857.24,37872.55,37805.95,197.23
2021-07-13,37857.24,37857.89,37881.58,37846.94,197.27
2021-12-07,37857.89,37994.19,37994.27,37852.03,187.24
2021-09-07,37994.19,38468.5,38472.14,37980.21,241.84
2021-08-07,38467.64,38501.31,38501.31,38425.98,220.16
2021-07-07,38478.26,38421.6,38497.97,38403.3,280.26
2021-06-07,38413.33,38220.01,38416.78,38220.01,274.47
2021-05-07,38224.74,38212.01,38243.0,38189.99,270.28
2021-02-07,38219.88,37898.56,38219.88,37890.5,194.57
2021-01-07,37898.59,37907.43,37911.82,37892.2,205.45
2021-06-30,37907.28,37640.75,37907.42,37640.75,213.70
2021-06-29,37612.72,37585.25,37612.72,37555.3,215.99
2021-06-28,37656.68,37658.26,37671.53,37634.8,157.73
2021-06-25,37653.12,37954.35,38036.47,37639.93,191.23
2021-06-24,37941.85,37804.46,37965.04,37800.89,149.40
2021-06-23,37804.46,37847.07,37851.38,37804.46,208.36
2021-06-22,37847.07,38545.3,38545.3,37831.2,218.27
2021-06-21,38678.48,38648.91,38678.48,38623.99,209.21
2021-06-18,38641.33,38615.11,38648.91,38607.39,220.61
2021-06-17,38614.45,38570.72,38624.53,38570.72,157.74
2021-06-16,38557.11,38507.29,38557.23,38455.41,296.46
2021-06-15,38501.03,39156.28,39168.59,38491.86,284.62
2021-11-06,39157.29,39210.1,39262.71,39130.07,289.07
2021-10-06,39210.1,39170.95,39210.1,39159.5,158.36
2021-09-06,39170.95,38881.7,39177.51,38881.7,181.49
2021-08-06,38881.7,38686.4,38881.7,38661.48,218.51
2021-07-06,38688.98,38726.1,38726.1,38669.01,210.65
2021-04-06,38726.1,38548.24,38726.1,38529.7,199.06
2021-03-06,38551.06,38482.52,38551.06,38438.16,249.69
2021-02-06,38482.52,38414.37,38488.3,38370.69,156.91
2021-01-06,38414.37,38437.88,38457.39,38395.37,274.85
2021-05-31,38437.88,38256.24,38441.83,38256.24,201.86
2021-05-28,38256.99,38044.58,38257.1,37563.79,228.66
2021-05-27,38056.21,38233.68,38300.48,38056.21,214.17
2021-05-26,38233.68,38256.76,38271.94,38226.89,203.09
2021-05-25,38256.76,38287.58,38288.39,38246.33,250.20
2021-05-24,38341.66,38324.07,38382.35,38324.07,141.09
2021-05-21,38324.07,38328.13,38331.63,38282.64,174.27
2021-05-20,38328.13,38445.09,38453.56,38284.56,156.99
2021-05-19,38446.09,39022.52,39105.55,38416.5,153.64
2021-05-18,39023.28,39306.47,39308.06,38850.57,204.65
2021-05-17,39307.19,39483.51,39483.51,39303.31,357.45
2021-05-14,39494.7,39382.96,39494.7,39377.01,219.55
2021-11-05,39382.96,39312.86,39436.28,39280.91,295.87
2021-10-05,39312.74,39198.75,39409.17,39198.75,324.19
2021-07-05,39198.75,39114.73,39199.15,39109.37,238.93
2021-06-05,39114.73,39433.81,39450.68,39037.63,402.51
2021-05-05,39456.64,39801.78,39805.18,39456.64,349.56
2021-04-05,39801.78,39834.42,39875.66,39783.59,426.51
2021-04-30,39840.28,39450.91,39840.28,39356.83,328.34
2021-04-29,39460.65,38781.48,39468.34,38738.06,270.68
2021-04-28,39306.65,39305.48,39338.82,39268.19,259.51
2021-04-27,39308.23,39318.52,39327.41,39272.01,252.57
2021-04-26,39319.75,39301.82,39332.42,39256.36,329.74
2021-04-23,39301.82,39131.8,39303.64,39125.9,286.97
2021-04-22,39131.8,39128.34,39151.08,39099.93,228.11
2021-04-21,39128.34,39015.58,39138.66,38975.68,239.25
2021-04-20,39015.58,38848.02,39026.75,38841.84,339.01
2021-04-19,38854.73,38816.45,38857.73,38806.28,508.63
2021-04-16,38808.01,38571.98,38808.01,38540.66,262.46
2021-04-15,38571.89,38646.59,38647.14,38570.87,319.43
2021-04-14,38636.15,38601.83,38636.15,38578.27,278.04
2021-04-13,38601.83,38715.37,38751.16,38586.28,208.72
2021-12-04,38712.55,38866.39,38874.45,38712.55,194.02
2021-09-04,38866.39,38799.83,38895.88,38715.16,160.65
2021-08-04,38876.25,38774.03,38889.35,38749.95,145.32
2021-07-04,38774.03,38766.61,38785.59,38596.16,356.46
2021-06-04,38766.61,38917.02,38928.89,38740.85,224.59
2021-01-04,38930.68,39053.44,39053.44,38881.17,239.42
2021-03-31,39045.13,39267.11,39271.46,39014.82,347.17
2021-03-30,39267.11,39498.99,39572.26,39247.36,336.13
2021-03-29,39493.37,39216.2,39523.05,39205.53,522.14
2021-03-26,39216.7,39291.89,39292.69,39156.01,250.91
2021-03-25,39293.14,39085.78,39293.14,39085.78,228.69
2021-03-24,39085.78,38707.78,39110.55,38695.24,361.84
2021-03-23,38704.97,38722.87,38952.06,38696.85,410.38
2021-03-22,38722.87,38392.58,38722.87,38379.19,277.24
2021-03-19,38382.39,38923.84,39053.85,38309.63,290.62
2021-03-18,38914.84,38706.13,38930.82,38706.13,1470.0
2021-03-17,38706.13,38720.81,38720.81,38643.06,177.40
2021-03-16,38720.81,38541.25,38846.27,38531.86,220.86
2021-03-15,38561.84,38646.39,38653.42,38528.55,161.08
2021-12-03,38648.48,38697.17,38704.44,38486.13,292.88
2021-11-03,38707.87,38931.25,38937.07,38666.54,168.88
2021-10-03,38931.25,38686.85,38966.38,38677.3,368.21
2021-09-03,38686.85,39396.57,39396.57,38683.85,471.84
2021-08-03,39396.57,39331.61,39412.27,39319.17,297.26
2021-05-03,39331.61,39364.67,39373.19,39227.15,587.74
2021-04-03,39364.67,39525.06,39566.7,39327.13,493.07
2021-03-03,39522.06,39697.62,39722.41,39459.18,244.34
2021-02-03,39697.62,39931.63,39939.18,39668.22,222.57
2021-01-03,39931.63,39799.89,39984.05,39799.89,543.99
2021-02-26,39799.89,40095.49,40095.49,39792.23,507.12
2021-02-25,40095.49,40221.3,40221.41,40088.05,326.04
2021-02-24,40221.3,40149.18,40304.02,40149.18,469.56
2021-02-23,40164.86,40154.09,40229.25,40132.11,337.95
2021-02-22,40154.09,40186.7,40235.62,40146.46,289.34
2021-02-19,40186.7,40212.19,40235.53,40128.24,307.79
2021-02-18,40212.19,40465.32,40473.43,40196.5,426.27
2021-02-17,40465.32,40494.35,40581.13,40237.64,244.20
2021-02-16,40494.35,40571.67,40641.6,40494.35,356.43
2021-02-15,40573.31,40439.85,40573.31,40361.3,206.24
2021-12-02,40439.85,41014.3,41024.81,39918.38,395.42
2021-11-02,41014.3,40697.56,41016.74,40326.21,1270.0
2021-10-02,40696.01,41510.16,41510.16,40659.98,366.81
2021-09-02,41510.16,41564.31,41573.18,41510.16,305.91
2021-08-02,41566.86,41709.09,41737.05,41536.7,340.49
2021-05-02,41709.09,41785.8,41785.8,41522.14,482.32
2021-04-02,41785.8,42000.01,42033.76,41758.03,629.53
2021-03-02,42000.01,42043.79,42043.79,41953.9,504.94
2021-02-02,42043.79,42357.9,42374.14,42023.46,563.22
2021-01-02,42357.9,42412.66,42472.56,42338.85,586.93
2021-01-29,42412.66,42170.25,42444.22,42126.97,669.87
2021-01-28,42169.41,41928.57,42192.82,41924.82,555.52
2021-01-27,41930.73,41584.94,41936.48,41584.94,543.74
2021-01-26,41584.94,41088.96,41589.56,41087.4,468.03
2021-01-25,41088.96,41001.99,41092.23,40973.85,332.68
2021-01-22,41001.99,41100.62,41100.62,40997.06,591.46
2021-01-21,41099.15,41147.72,41157.7,40997.39,1120.0
2021-01-20,41147.72,41051.63,41147.72,41050.2,649.65
2021-01-19,41051.63,41080.94,41109.33,41034.75,912.86
2021-01-18,41082.38,41176.14,41234.99,40830.65,1010.0
2021-01-15,41176.14,40963.14,41202.65,40963.14,666.73
2021-01-14,40963.14,40345.72,40963.14,40345.72,809.36
2021-01-13,40341.05,40295.95,40553.56,40295.95,468.33
2021-12-01,40295.95,40150.78,40295.95,39724.26,1170.0
2021-11-01,40150.78,40120.22,40150.78,40095.09,335.64
2021-08-01,40123.71,40590.85,40657.3,40004.27,333.31
2021-07-01,40590.85,40465.15,40620.02,40310.36,229.88
2021-06-01,40452.07,40396.14,40465.15,40388.3,249.53
2021-05-01,40396.14,41148.02,41149.86,40142.94,465.68
2021-04-01,41147.39,40287.71,41154.33,40284.0,211.88
2020-12-31,40270.72,39515.31,40279.29,39507.24,710.56
2020-12-30,39512.31,39110.17,39601.97,39107.5,372.93
2020-12-29,39110.17,38800.01,39134.37,38775.26,722.57
2020-12-24,38800.01,38803.74,38873.1,38798.18,389.66
2020-12-23,38803.74,37893.61,38809.25,37893.19,467.13
2020-12-22,37893.61,37443.4,37952.36,37443.4,442.22
2020-12-21,37443.4,36798.74,37494.76,36798.74,427.06
2020-12-18,36804.75,36239.62,36808.29,36239.62,426.33
2020-12-17,36239.62,35493.15,36239.62,35493.15,343.64
2020-12-16,35493.15,35225.22,35554.11,35225.22,648.99
2020-12-15,35225.22,34843.44,35227.32,34834.78,264.23
2020-12-14,34843.44,34250.74,34877.29,34206.48,208.07
2020-11-12,34250.74,34576.49,34666.79,34145.13,796.07
2020-10-12,34577.26,35021.26,35021.26,34501.85,553.95
2020-09-12,35021.26,35033.74,35039.8,35001.14,283.09
2020-08-12,35033.74,35064.36,35081.67,35020.79,307.72
2020-07-12,35064.36,35137.99,35140.81,35064.36,324.31
2020-04-12,35137.99,34968.94,35140.8,34455.93,292.86
2020-03-12,34968.94,35056.82,35195.09,34952.99,289.39
2020-02-12,35056.82,35147.62,35172.68,35031.65,368.96
2020-01-12,35147.62,35048.15,35204.16,35048.15,308.08
2020-11-30,35042.14,34885.51,35184.93,34765.94,415.53
2020-11-27,34885.51,34803.0,34885.51,34748.26,190.27
2020-11-26,34803.0,34769.0,34882.52,34768.73,257.54
2020-11-25,34769.0,34340.56,34820.77,34340.56,434.92
2020-11-24,34340.56,34119.74,34343.56,34095.69,365.41
2020-11-23,34121.78,34136.82,34250.45,33582.38,567.57
2020-11-20,34136.82,34643.65,34665.08,34064.25,344.80
2020-11-19,34643.65,34818.01,34869.53,34633.36,364.92
2020-11-18,34818.01,34242.83,34832.04,34226.75,661.13
2020-11-17,34242.83,34769.66,34769.66,34126.23,840.88
2020-11-16,34795.82,35041.4,35245.62,34685.94,668.53
2020-11-13,35037.46,35344.01,35814.18,34552.6,1240.0
2020-12-11,35342.46,33291.27,35342.46,33291.27,1190.0
2020-11-11,33268.36,32648.02,33268.36,32585.04,858.16
2020-10-11,32647.1,32243.05,32647.1,32226.71,578.78
2020-09-11,32243.05,31016.17,32243.05,31016.17,636.01
2020-06-11,31016.17,30738.92,31016.17,30509.12,497.95
2020-05-11,30738.92,30741.88,30772.77,30722.48,430.12
2020-04-11,30741.88,30733.47,30761.5,30724.21,286.45
2020-03-11,30733.47,30479.39,30735.46,30408.13,336.04
2020-02-11,30479.39,30527.69,30554.27,30364.15,376.11
2020-10-30,30530.69,29439.35,30530.69,29439.35,807.80
2020-10-28,29437.6,28980.29,29444.12,28971.44,375.25
2020-10-27,28980.29,28777.96,28980.29,28775.59,385.57
2020-10-26,28777.96,28697.06,28777.96,28685.54,340.80
2020-10-23,28697.06,28563.87,28706.33,28559.72,282.56
2020-10-22,28563.87,28449.49,28567.14,28413.11,311.32
2020-10-21,28449.49,28645.21,28645.21,28250.71,326.56
2020-10-20,28665.82,28658.31,28720.49,28567.07,297.29
2020-10-19,28659.07,28650.44,28680.68,28588.24,287.30
